train_loss	photo_loss	explainability_loss	smooth_loss
1.2197866439819336	0.6566505432128906	2.773881435394287	0.0835973396897316
1.2031148672103882	0.6451778411865234	2.7659196853637695	0.04753038287162781
1.1180204153060913	0.5617018938064575	2.760186195373535	0.0428127683699131
1.0735199451446533	0.5190981030464172	2.7533395290374756	0.03753913566470146
0.9986384510993958	0.44680333137512207	2.7444841861724854	0.029382582753896713
1.1371326446533203	0.5885791182518005	2.732069969177246	0.021396026015281677
1.093051552772522	0.5462819933891296	2.7216358184814453	0.02442331053316593
0.9244046807289124	0.3823067545890808	2.6979024410247803	0.025174148380756378
1.0092487335205078	0.47181808948516846	2.6767029762268066	0.02090018428862095
1.1646233797073364	0.6364042162895203	2.6335391998291016	0.01511342916637659
1.029207468032837	0.5125943422317505	2.5764517784118652	0.013227446936070919
1.1179330348968506	0.6193904876708984	2.4851415157318115	0.015142183750867844
0.98570317029953	0.5022223591804504	2.4095401763916016	0.01572766713798046
1.067641019821167	0.6205692291259766	2.2279748916625977	0.014767111279070377
1.1424933671951294	0.7242710590362549	2.084603786468506	0.013014753349125385
0.8527357578277588	0.4686774015426636	1.914615511894226	0.011352484114468098
0.8676873445510864	0.482179194688797	1.9214444160461426	0.012192937545478344
1.0347380638122559	0.6633695363998413	1.8503706455230713	0.01294422522187233
1.097033143043518	0.7495144605636597	1.7314718961715698	0.012243293225765228
1.0649831295013428	0.7267388105392456	1.685718059539795	0.011006612330675125
0.9361475706100464	0.6233071088790894	1.5588871240615845	0.010629767552018166
0.8909329771995544	0.5951923131942749	1.4729527235031128	0.011500898748636246
0.7688764333724976	0.46700653433799744	1.5035244226455688	0.011650553904473782
1.0900920629501343	0.8211292028427124	1.3400256633758545	0.009577447548508644
1.2181859016418457	0.9497350454330444	1.3377259969711304	0.00905656162649393
1.0833086967468262	0.8347964286804199	1.2374356985092163	0.010250433348119259
1.109350562095642	0.87848961353302	1.1493233442306519	0.009962220676243305
0.9331449866294861	0.7087706327438354	1.1172174215316772	0.00930817797780037
0.8941285610198975	0.6771897077560425	1.0797183513641357	0.009951382875442505
0.884558916091919	0.6926445960998535	0.9545708298683167	0.010001659393310547
1.0436934232711792	0.8542228937149048	0.9426223039627075	0.009460807777941227
0.9174076914787292	0.740107536315918	0.8821694254875183	0.008662577718496323
0.9255048036575317	0.7502706050872803	0.8716877698898315	0.00896606408059597
0.9564833641052246	0.7825320959091187	0.8652423620223999	0.009027847088873386
1.0471057891845703	0.8639894723892212	0.9113142490386963	0.008534600026905537
1.0220001935958862	0.8163459300994873	1.0240733623504639	0.008396477438509464
0.8504830598831177	0.6234314441680908	1.1303884983062744	0.009739457629621029
1.145988941192627	0.9254529476165771	1.0976475477218628	0.010064655914902687
0.971777617931366	0.7326430082321167	1.1908915042877197	0.00956325139850378
0.8845378160476685	0.6420143842697144	1.2079133987426758	0.009407400153577328
0.9308756589889526	0.6876418590545654	1.2113616466522217	0.009615053422749043
0.7551882266998291	0.4937250018119812	1.3024111986160278	0.009809589013457298
0.9937415719032288	0.747025728225708	1.2288190126419067	0.009520396590232849
0.9582387208938599	0.714224636554718	1.2151240110397339	0.009892800822854042
0.9630554914474487	0.7120786905288696	1.2497727870941162	0.010221932083368301
1.0825132131576538	0.8359619379043579	1.227731704711914	0.010049253702163696
1.0091683864593506	0.7796468138694763	1.1424306631088257	0.010355093516409397
0.9892085194587708	0.7641841173171997	1.1201729774475098	0.00989819411188364
1.2028592824935913	0.9916044473648071	1.0512843132019043	0.00998027715831995
0.9931301474571228	0.7849785685539246	1.0358489751815796	0.009817447513341904
0.8766908645629883	0.6638699173927307	1.0590816736221313	0.0100454892963171
0.8043228387832642	0.5953238010406494	1.0400946140289307	0.009801451116800308
0.9302934408187866	0.7122122645378113	1.0854506492614746	0.009910538792610168
0.8663944005966187	0.6900763511657715	0.8767333626747131	0.009713530540466309
0.8260841369628906	0.6388000845909119	0.9315700531005859	0.0097002312541008
0.9082983136177063	0.7337454557418823	0.8677849173545837	0.009958447888493538
0.9803560376167297	0.7996253967285156	0.8987060785293579	0.009894094429910183
0.7464397549629211	0.5672448873519897	0.8910276293754578	0.009893334470689297
0.6634535193443298	0.5072785019874573	0.7756016254425049	0.01054692268371582
0.8183971047401428	0.6446283459663391	0.8638808727264404	0.009925882332026958
1.0588024854660034	0.9095827341079712	0.74076908826828	0.010659386403858662
0.8083457946777344	0.6691839098930359	0.6904497146606445	0.010719195008277893
0.8551061749458313	0.6922691464424133	0.8087648153305054	0.010840415954589844
0.9172986745834351	0.7790276408195496	0.6855106949806213	0.011689172126352787
0.6891747117042542	0.5677772760391235	0.6012658476829529	0.011443061754107475
